=== FRAUDULENT ===
>>> python generate.py --input data/raw/Fake Postings.csv --source-type scam --output-dir D:/ai-scam-detection-data/generated --text-cols title,description,requirements,benefits --label-col fraudulent --sample 600 --seed 101
[1/600] rendered images/Fake Postings_9521_d378ab328515.jpg (sms, light, fraudulent)
[307/600] rendered images/Fake Postings_6224_d34f8baab6b8.png (instagram, dark, fraudulent)
[308/600] rendered images/Fake Postings_2055_669657244fc1.png (telegram, light, fraudulent)
[309/600] rendered images/Fake Postings_8009_04629ade6543.jpg (sms, light, fraudulent)
[310/600] rendered images/Fake Postings_6413_f416da5d8cda.png (telegram, dark, fraudulent)
[311/600] rendered images/Fake Postings_1708_df3c74936193.png (instagram, light, fraudulent)
[312/600] rendered images/Fake Postings_3052_e20eff883e83.png (email, dark, fraudulent)
[313/600] rendered images/Fake Postings_6895_7e82b3a80102.png (whatsapp, dark, fraudulent)
[314/600] rendered images/Fake Postings_7183_4fc5e9aa0862.png (instagram, dark, fraudulent)
[315/600] rendered images/Fake Postings_4417_b5ecbe6f34c0.png (telegram, dark, fraudulent)
[316/600] rendered images/Fake Postings_6044_264c019ed301.png (whatsapp, light, fraudulent)
[317/600] rendered images/Fake Postings_9766_c9dab15b682c.png (telegram, light, fraudulent)
[318/600] rendered images/Fake Postings_4661_2e55b68336b1.png (whatsapp, light, fraudulent)
[319/600] rendered images/Fake Postings_6509_5409647ee5f7.png (telegram, light, fraudulent)
[320/600] rendered images/Fake Postings_2262_fe4e81941fde.jpg (telegram, dark, fraudulent)
[321/600] rendered images/Fake Postings_2691_d6ac54290c9e.png (instagram, dark, fraudulent)
[322/600] rendered images/Fake Postings_7994_102527ecbb4d.jpg (whatsapp, light, fraudulent)
[323/600] rendered images/Fake Postings_3787_76684510c1de.png (email, light, fraudulent)
[324/600] rendered images/Fake Postings_6889_55670a0380ee.jpg (instagram, light, fraudulent)
[325/600] rendered images/Fake Postings_8610_65856234f1ff.png (whatsapp, dark, fraudulent)
[326/600] rendered images/Fake Postings_766_5419787bf249.jpg (instagram, dark, fraudulent)
[327/600] rendered images/Fake Postings_882_b91660580b2d.png (email, light, fraudulent)
[328/600] rendered images/Fake Postings_8690_c7fc162fad37.png (sms, dark, fraudulent)
[329/600] rendered images/Fake Postings_1758_f489d9ba2c5a.png (telegram, dark, fraudulent)
[330/600] rendered images/Fake Postings_175_8fe19d6784a0.png (whatsapp, dark, fraudulent)
[331/600] rendered images/Fake Postings_8026_3df2b16bc5fc.jpg (whatsapp, light, fraudulent)
[332/600] rendered images/Fake Postings_4686_6dc52a0cbd01.png (whatsapp, dark, fraudulent)
[333/600] rendered images/Fake Postings_7485_de341cf3abb9.png (email, dark, fraudulent)
[334/600] rendered images/Fake Postings_6109_e5aa3429112c.png (sms, light, fraudulent)
[335/600] rendered images/Fake Postings_4732_374ce94c96d1.png (email, dark, fraudulent)
[336/600] rendered images/Fake Postings_2235_accf2ab40767.png (whatsapp, dark, fraudulent)
[337/600] rendered images/Fake Postings_5979_b9a64f956f3c.png (instagram, light, fraudulent)
[338/600] rendered images/Fake Postings_7863_36df12db6d8a.png (telegram, light, fraudulent)
[339/600] rendered images/Fake Postings_3974_2815754f4309.png (whatsapp, dark, fraudulent)
[340/600] rendered images/Fake Postings_7253_6d35f0f89101.png (email, dark, fraudulent)
[341/600] rendered images/Fake Postings_1048_385b40dc1900.png (email, light, fraudulent)
[342/600] rendered images/Fake Postings_6366_8775be2b24fe.jpg (telegram, light, fraudulent)
[343/600] rendered images/Fake Postings_1659_39dc1861628e.png (instagram, dark, fraudulent)
[344/600] rendered images/Fake Postings_7890_e460a0d206b8.png (whatsapp, dark, fraudulent)
[345/600] rendered images/Fake Postings_1598_0dbcc37e31e9.png (email, dark, fraudulent)
[346/600] rendered images/Fake Postings_8868_82cf938d92d3.png (sms, light, fraudulent)
[347/600] rendered images/Fake Postings_1003_b561455f3329.png (email, light, fraudulent)
[348/600] rendered images/Fake Postings_7434_e8fad0914df8.png (sms, dark, fraudulent)
[349/600] rendered images/Fake Postings_4456_9409d45af9d5.png (whatsapp, dark, fraudulent)
[350/600] rendered images/Fake Postings_5664_5a1b4014f12c.png (telegram, light, fraudulent)
[351/600] rendered images/Fake Postings_6262_044aa86889d4.png (whatsapp, dark, fraudulent)
[352/600] rendered images/Fake Postings_2696_288c9a6cf861.png (instagram, light, fraudulent)
[353/600] rendered images/Fake Postings_1253_6bc5c606e20b.png (instagram, dark, fraudulent)
[354/600] rendered images/Fake Postings_9088_89911740a0e7.png (instagram, light, fraudulent)
[355/600] rendered images/Fake Postings_3828_8e078b719a04.png (whatsapp, dark, fraudulent)
[356/600] rendered images/Fake Postings_8827_0959c7ec2ad1.png (email, light, fraudulent)
[357/600] rendered images/Fake Postings_8354_5997d4d06f1f.png (sms, dark, fraudulent)
[358/600] rendered images/Fake Postings_6836_dc5fe83f6ef4.png (sms, light, fraudulent)
[359/600] rendered images/Fake Postings_6857_10f1efaee61f.jpg (whatsapp, light, fraudulent)
[360/600] rendered images/Fake Postings_2833_508e0b118c73.jpg (telegram, light, fraudulent)
[361/600] rendered images/Fake Postings_892_bf20ee3d5a31.png (telegram, dark, fraudulent)
[362/600] rendered images/Fake Postings_6141_8b3c10b8fa8a.png (instagram, light, fraudulent)
[363/600] rendered images/Fake Postings_9572_c49625fb233f.png (email, light, fraudulent)
[364/600] rendered images/Fake Postings_1690_7686bed484f5.png (whatsapp, light, fraudulent)
[365/600] rendered images/Fake Postings_208_3859695faf4a.png (telegram, dark, fraudulent)
[366/600] rendered images/Fake Postings_2789_4e2a6d8f0147.png (sms, dark, fraudulent)
[367/600] rendered images/Fake Postings_4183_f1de4820336e.png (telegram, dark, fraudulent)
[368/600] rendered images/Fake Postings_2593_c29e991e8ec6.png (whatsapp, dark, fraudulent)
[369/600] rendered images/Fake Postings_8668_f3e6dde7db38.png (instagram, dark, fraudulent)
[370/600] rendered images/Fake Postings_2068_04fd22bfac03.png (telegram, light, fraudulent)
[371/600] rendered images/Fake Postings_9214_7abb6f2d3f73.png (telegram, light, fraudulent)
[372/600] rendered images/Fake Postings_4706_2e584c8ce418.png (sms, light, fraudulent)
[373/600] rendered images/Fake Postings_8669_2f3d91520a6e.png (whatsapp, dark, fraudulent)
[374/600] rendered images/Fake Postings_9288_3e07a98c7cb1.png (sms, dark, fraudulent)
[375/600] rendered images/Fake Postings_9533_32aa77d10ca4.png (telegram, light, fraudulent)
[376/600] rendered images/Fake Postings_4039_f77397e7c321.jpg (sms, dark, fraudulent)
[377/600] rendered images/Fake Postings_9227_af7b4f6e681b.png (email, light, fraudulent)
[378/600] rendered images/Fake Postings_1430_5dc52eb2c352.png (whatsapp, dark, fraudulent)
[379/600] rendered images/Fake Postings_3161_5c2c2f7bbfda.png (whatsapp, light, fraudulent)
[380/600] rendered images/Fake Postings_2299_749d52e3caaf.png (email, dark, fraudulent)
[381/600] rendered images/Fake Postings_837_e17580e6acae.png (whatsapp, light, fraudulent)
[382/600] rendered images/Fake Postings_9165_e0ce9f629a84.png (whatsapp, dark, fraudulent)
[383/600] rendered images/Fake Postings_3075_140c22b45c18.png (sms, light, fraudulent)
[384/600] rendered images/Fake Postings_7803_a5543f0f0a74.png (whatsapp, light, fraudulent)
[385/600] rendered images/Fake Postings_1955_ff051f2e014d.png (email, dark, fraudulent)
[386/600] rendered images/Fake Postings_9929_6c0cf8fc2fec.png (email, dark, fraudulent)
[387/600] rendered images/Fake Postings_2415_5c84f11c7318.jpg (sms, dark, fraudulent)
[388/600] rendered images/Fake Postings_7900_03b866800f28.png (sms, dark, fraudulent)
[389/600] rendered images/Fake Postings_8189_5621978bab7c.png (sms, light, fraudulent)
[390/600] rendered images/Fake Postings_4997_36f5ac6bf2ce.png (instagram, light, fraudulent)
[391/600] rendered images/Fake Postings_3013_beb817fd640f.png (email, light, fraudulent)
[392/600] rendered images/Fake Postings_2302_3a31a5c3b1cf.jpg (instagram, dark, fraudulent)
[393/600] rendered images/Fake Postings_3041_81dcda9bafb5.png (email, light, fraudulent)
[394/600] rendered images/Fake Postings_2597_7779b429e778.png (email, dark, fraudulent)
[395/600] rendered images/Fake Postings_8176_9023729f76a9.jpg (instagram, dark, fraudulent)
[396/600] rendered images/Fake Postings_6957_bfca712690bf.png (whatsapp, light, fraudulent)
[397/600] rendered images/Fake Postings_975_285d7cfe441e.png (instagram, light, fraudulent)
[398/600] rendered images/Fake Postings_2806_3bbd142df989.png (email, light, fraudulent)
[399/600] rendered images/Fake Postings_5873_43acf51c65d3.png (email, light, fraudulent)
[400/600] rendered images/Fake Postings_1223_7775877ab556.png (telegram, dark, fraudulent)
[401/600] rendered images/Fake Postings_9330_dd225de096a5.jpg (whatsapp, light, fraudulent)
[402/600] rendered images/Fake Postings_4109_777e2634a1b2.jpg (telegram, dark, fraudulent)
[403/600] rendered images/Fake Postings_2935_4c50a565f70b.png (email, light, fraudulent)
[404/600] rendered images/Fake Postings_75_14ee98a672e8.png (email, dark, fraudulent)
[405/600] rendered images/Fake Postings_116_db944812cc1a.png (whatsapp, light, fraudulent)
[406/600] rendered images/Fake Postings_5277_fb291a7f31fa.png (whatsapp, dark, fraudulent)
[407/600] rendered images/Fake Postings_613_ffaf2f413dc9.png (whatsapp, dark, fraudulent)
[408/600] rendered images/Fake Postings_2530_25f456c49fea.png (telegram, light, fraudulent)
[409/600] rendered images/Fake Postings_4373_929ebcb0f1a0.png (instagram, light, fraudulent)
[410/600] rendered images/Fake Postings_3774_c272b3f54b67.png (email, light, fraudulent)
[411/600] rendered images/Fake Postings_2610_2361848b5d7c.jpg (whatsapp, light, fraudulent)
[412/600] rendered images/Fake Postings_6708_ed654a93cbb0.png (instagram, dark, fraudulent)
[413/600] rendered images/Fake Postings_3250_b19faa2d2d36.png (sms, dark, fraudulent)
[414/600] rendered images/Fake Postings_5251_6b873de9ce64.jpg (sms, dark, fraudulent)
[415/600] rendered images/Fake Postings_9517_4b9895fdf3f8.jpg (whatsapp, dark, fraudulent)
[416/600] rendered images/Fake Postings_5479_5b1987d9ef5b.png (email, light, fraudulent)
[417/600] rendered images/Fake Postings_5741_3c28ea5a89a2.png (sms, light, fraudulent)
[418/600] rendered images/Fake Postings_6300_a95172aea05e.png (instagram, dark, fraudulent)
[419/600] rendered images/Fake Postings_3703_b05392d21727.png (sms, dark, fraudulent)
[420/600] rendered images/Fake Postings_9393_296b3f85e8c9.png (whatsapp, light, fraudulent)
[421/600] rendered images/Fake Postings_4942_958f3146f745.jpg (whatsapp, dark, fraudulent)
[422/600] rendered images/Fake Postings_4823_da32905da93c.png (email, dark, fraudulent)
[423/600] rendered images/Fake Postings_4682_3298d5b04127.png (email, light, fraudulent)
[424/600] rendered images/Fake Postings_2587_a7f0805d4f32.png (whatsapp, light, fraudulent)
[425/600] rendered images/Fake Postings_2385_2ec345d23ef6.png (whatsapp, light, fraudulent)
[426/600] rendered images/Fake Postings_181_f22767d3c5e1.png (email, light, fraudulent)
[427/600] rendered images/Fake Postings_6187_29a954decc40.jpg (whatsapp, dark, fraudulent)
[428/600] rendered images/Fake Postings_1773_bc24c39a96d6.png (telegram, light, fraudulent)
[429/600] rendered images/Fake Postings_8646_dfb9b2881601.png (telegram, light, fraudulent)
[430/600] rendered images/Fake Postings_7139_cdc3abfd6a07.png (telegram, dark, fraudulent)
[431/600] rendered images/Fake Postings_2959_99587a2ae23c.png (whatsapp, dark, fraudulent)
[432/600] rendered images/Fake Postings_7298_a13961bdfc8c.png (whatsapp, dark, fraudulent)
[433/600] rendered images/Fake Postings_8084_0fc092fb0768.png (whatsapp, dark, fraudulent)
[434/600] rendered images/Fake Postings_9465_2a39653ec6fc.jpg (instagram, dark, fraudulent)
[435/600] rendered images/Fake Postings_3434_03c2fe28e763.png (sms, dark, fraudulent)
[436/600] rendered images/Fake Postings_2053_0757dd736c8c.png (telegram, dark, fraudulent)
[437/600] rendered images/Fake Postings_1714_378f2aa90d4c.png (telegram, dark, fraudulent)
[438/600] rendered images/Fake Postings_1317_8cff1e4a1ca4.jpg (whatsapp, light, fraudulent)
[439/600] rendered images/Fake Postings_6798_a9f79f29d8e4.png (instagram, dark, fraudulent)
[440/600] rendered images/Fake Postings_6494_11d4d21132a8.jpg (instagram, dark, fraudulent)
[441/600] rendered images/Fake Postings_190_193c32a7b364.png (sms, dark, fraudulent)
[442/600] rendered images/Fake Postings_4967_d6e344a1b5c7.png (email, light, fraudulent)
[443/600] rendered images/Fake Postings_2874_2f4d26e46dd3.png (sms, dark, fraudulent)
[444/600] rendered images/Fake Postings_2103_d43eb5af04a5.jpg (sms, dark, fraudulent)
[445/600] rendered images/Fake Postings_8214_5ac93ad9fb2d.png (whatsapp, light, fraudulent)
[446/600] rendered images/Fake Postings_9761_0c14b98e846d.png (sms, dark, fraudulent)
[447/600] rendered images/Fake Postings_6648_4df7a20a61c8.png (instagram, dark, fraudulent)
[448/600] rendered images/Fake Postings_999_f3c26a7d9982.png (sms, light, fraudulent)
[449/600] rendered images/Fake Postings_5802_4b2aa099d74d.png (whatsapp, dark, fraudulent)
[450/600] rendered images/Fake Postings_1341_e3dc0a9de60a.png (instagram, light, fraudulent)
[451/600] rendered images/Fake Postings_2900_b8ad25cdd6db.png (sms, light, fraudulent)
[452/600] rendered images/Fake Postings_3356_b9139e0fe26a.png (email, dark, fraudulent)
[453/600] rendered images/Fake Postings_5042_83335a791520.png (telegram, light, fraudulent)
[454/600] rendered images/Fake Postings_7_297d861d4cd7.png (instagram, light, fraudulent)
[455/600] rendered images/Fake Postings_2826_873de01311b1.png (instagram, dark, fraudulent)
[456/600] rendered images/Fake Postings_872_f9f65b75c5d4.png (email, dark, fraudulent)
[457/600] rendered images/Fake Postings_6323_b2c3d4b1968e.png (instagram, dark, fraudulent)
[458/600] rendered images/Fake Postings_8259_02d86d563bd6.png (whatsapp, light, fraudulent)
[459/600] rendered images/Fake Postings_3289_f7491f5108a5.png (instagram, light, fraudulent)
[460/600] rendered images/Fake Postings_8657_27b68dff2f66.png (whatsapp, dark, fraudulent)
[461/600] rendered images/Fake Postings_7931_6247630dd10a.png (whatsapp, dark, fraudulent)
[462/600] rendered images/Fake Postings_2464_6a421db0840c.png (whatsapp, dark, fraudulent)
[463/600] rendered images/Fake Postings_3789_0ff34e800dce.png (telegram, light, fraudulent)
[464/600] rendered images/Fake Postings_5942_dbd8776faa79.png (telegram, light, fraudulent)
[465/600] rendered images/Fake Postings_2829_4de8696d47df.png (telegram, light, fraudulent)
[466/600] rendered images/Fake Postings_201_4c3ab10050e2.png (email, dark, fraudulent)
[467/600] rendered images/Fake Postings_8125_e7f24d2b8c9a.png (sms, dark, fraudulent)
[468/600] rendered images/Fake Postings_7616_40be8ec5ca30.png (instagram, dark, fraudulent)
[469/600] rendered images/Fake Postings_3865_9de55d55c950.png (instagram, light, fraudulent)
[470/600] rendered images/Fake Postings_5069_be00fa06defe.png (email, light, fraudulent)
[471/600] rendered images/Fake Postings_7225_857129283cd5.png (telegram, light, fraudulent)
[472/600] rendered images/Fake Postings_5252_371e7dd75bdf.png (email, light, fraudulent)
[473/600] rendered images/Fake Postings_1133_e0d86e2e8102.png (email, light, fraudulent)
[474/600] rendered images/Fake Postings_6885_268b4c1ef3b8.jpg (sms, dark, fraudulent)
[475/600] rendered images/Fake Postings_5812_52dc453614b6.png (instagram, dark, fraudulent)
[476/600] rendered images/Fake Postings_636_d8faaa55a71b.png (email, light, fraudulent)
[477/600] rendered images/Fake Postings_5698_248295e15f9b.png (email, light, fraudulent)
[478/600] rendered images/Fake Postings_7990_afe678eff2a7.jpg (whatsapp, dark, fraudulent)
[479/600] rendered images/Fake Postings_645_730ea06cb191.png (whatsapp, dark, fraudulent)
[480/600] rendered images/Fake Postings_1184_1eba00fc0149.png (instagram, dark, fraudulent)
[481/600] rendered images/Fake Postings_5994_b1ae2ebd43a1.png (email, dark, fraudulent)
[482/600] rendered images/Fake Postings_5695_7569279ae89f.png (instagram, dark, fraudulent)
[483/600] rendered images/Fake Postings_9360_7dcfb8179a42.jpg (instagram, light, fraudulent)
[484/600] rendered images/Fake Postings_5362_ae474d243a19.png (telegram, light, fraudulent)
[485/600] rendered images/Fake Postings_955_5b364aaf7cd3.jpg (instagram, dark, fraudulent)
[486/600] rendered images/Fake Postings_1342_9d8b4647b5ce.png (sms, light, fraudulent)
[487/600] rendered images/Fake Postings_7672_89cc367b9008.png (instagram, dark, fraudulent)
[488/600] rendered images/Fake Postings_4912_8858bb57d7cf.png (whatsapp, light, fraudulent)
[489/600] rendered images/Fake Postings_3654_9c1af3d94290.png (email, dark, fraudulent)
[490/600] rendered images/Fake Postings_4498_b89939e2fc0a.png (sms, light, fraudulent)
[491/600] rendered images/Fake Postings_3564_b2a3e6a4f118.png (whatsapp, light, fraudulent)
[492/600] rendered images/Fake Postings_2855_5a4e4b544ebb.jpg (sms, dark, fraudulent)
[493/600] rendered images/Fake Postings_8791_a324948b8cbf.png (instagram, light, fraudulent)
[494/600] rendered images/Fake Postings_3319_65d71993bec0.png (instagram, light, fraudulent)
[495/600] rendered images/Fake Postings_2215_2994028dc831.png (sms, dark, fraudulent)
[496/600] rendered images/Fake Postings_8432_fd27efe40a3a.png (sms, light, fraudulent)
[497/600] rendered images/Fake Postings_4672_1c4f9df8550f.png (telegram, dark, fraudulent)
[498/600] rendered images/Fake Postings_4388_0cb30341808c.png (telegram, light, fraudulent)
[499/600] rendered images/Fake Postings_9523_6ee97c2f544c.jpg (telegram, light, fraudulent)
[500/600] rendered images/Fake Postings_1681_4b8679c74779.png (sms, dark, fraudulent)
[501/600] rendered images/Fake Postings_2361_4c2a2f2edd17.png (instagram, light, fraudulent)
[502/600] rendered images/Fake Postings_5843_9099cc249f48.jpg (instagram, light, fraudulent)
